,rate
30940,1
33578,1
35337,1
47277,1
35698,1
28452,1
21572,0
30027,1
44668,0
43481,1
29574,0
22582,0
1791,0
28537,1
14302,0
10407,0
32598,1
7673,0
35631,0
46795,1
48294,1
47017,1
46500,1
24858,0
45085,0
23602,0
29729,1
34518,1
28784,1
23270,0
44543,0
35006,1
32691,1
25549,0
36188,0
32748,1
44375,0
47153,1
34187,0
47261,1
20682,0
46,0
46919,1
33821,1
39631,0
35614,1
47815,1
29258,1
45936,0
8972,0
19375,0
49167,1
32666,1
48297,1
40663,0
43847,1
37556,0
40518,0
31094,0
34021,1
47835,1
32942,1
26177,0
30979,1
47664,1
46115,0
348,0
47242,1
9575,0
30242,1
20775,0
43783,1
49405,0
5188,0
4436,0
34978,1
40895,0
34754,1
42409,0
29161,1
47008,1
43370,1
46892,1
29624,1
31732,1
49394,0
16108,0
33294,0
32332,0
30880,1
34297,1
43266,1
30569,1
4195,0
49050,1
34028,1
35244,1
45356,0
48161,1
40137,0
45825,1
48931,1
35027,1
43756,1
16238,0
2878,0
30061,0
44396,1
43695,1
945,0
5285,0
26698,0
32482,1
31578,1
35886,0
31782,0
44418,0
26199,0
35471,1
28521,1
28549,1
30069,1
32533,1
44408,1
44842,0
37618,0
45143,1
24489,0
46031,1
45518,0
31295,1
47836,1
36337,0
20482,0
30422,1
46107,1
49572,0
11954,0
38706,0
8146,0
30282,1
46117,1
22888,0
28260,0
41405,0
28517,1
33138,1
39163,0
36328,0
48424,1
22566,0
4924,0
46138,1
44913,1
357,0
46498,0
32441,1
21827,0
43917,1
35777,0
16639,0
35626,0
34196,1
48520,1
45438,0
31079,0
33655,0
40437,0
46374,1
21745,0
35949,1
7856,0
5931,0
9947,0
35868,1
45397,1
42909,0
41633,0
48496,1
22276,0
17654,0
22409,0
2845,0
27958,0
20711,0
15641,0
32026,1
38948,0
48827,0
28987,0
27414,0
49593,1
32774,1
4559,0
45147,1
2342,0
39041,0
3605,0
36141,1
30802,1
43366,0
44513,1
23823,0
33370,0
27720,0
49177,1
33027,0
44241,1
48633,1
21031,0
32361,1
36411,1
33894,1
47494,1
30618,1
48376,1
6000,0
15063,0
45423,1
13624,0
20331,0
29848,1
44134,1
8461,0
2130,0
36183,1
36073,1
45803,1
35908,1
44626,0
15553,0
39300,0
9393,0
46972,1
34611,0
41393,0
39385,0
29104,0
32790,1
44670,1
29795,1
23282,0
42809,0
7875,0
49503,1
17501,0
36145,1
45043,1
32673,1
49677,1
33394,0
35048,1
18137,0
19241,0
38745,0
38999,0
34299,1
33959,0
42137,0
28263,0
33648,1
24751,0
38630,1
45785,0
48466,1
32352,0
21616,0
39644,0
31561,0
31886,1
32161,1
31590,1
48961,1
47375,1
27974,0
9645,0
49763,1
35877,1
33818,0
34830,1
32962,1
32856,1
44369,1
30504,1
13434,0
34704,0
36300,0
28462,0
3629,0
32629,1
49547,1
4433,0
33723,1
30631,1
31864,1
11465,0
36206,1
48669,1
33319,1
29828,1
12043,0
31335,1
31392,1
47357,1
34370,1
34876,1
23903,0
43289,1
15977,0
46234,1
30067,1
47267,1
31480,1
41530,0
2169,0
15306,0
33274,1
32097,1
33501,1
28498,1
35566,0
34383,0
40621,0
46347,1
48092,1
46154,1
1981,0
39093,0
46014,1
3241,0
45191,1
33702,1
38181,0
35361,1
11091,0
34392,1
38715,1
25258,0
44173,0
39205,0
47282,0
792,0
7800,0
25227,0
44108,0
46244,1
46132,1
32893,1
4990,0
44467,0
44389,1
33606,1
48411,1
49159,0
42227,0
38674,0
47447,1
49063,1
44764,1
44650,1
35175,1
48171,1
45622,1
5775,0
35704,1
37736,0
34664,1
3715,0
24182,0
32403,1
31796,0
31797,1
37798,0
46186,1
43214,0
20932,0
20602,0
31608,1
15506,0
31947,1
36186,1
33351,1
14287,0
25142,0
32700,1
47656,0
5990,0
28461,1
43652,1
22310,0
29558,0
31270,1
48981,1
49088,1
43810,1
46188,1
15945,0
48930,1
9185,0
25613,0
39423,0
44824,1
11890,0
44830,0
34972,1
19475,0
35680,1
25810,0
47911,1
18851,0
13198,0
6101,0
34823,1
31471,1
34596,1
41242,0
44789,0
31143,1
49529,0
33568,1
30372,1
31651,1
30209,1
40506,0
40683,0
44449,0
32775,1
48352,1
44478,1
45746,1
39429,0
22499,0
44464,1
20789,0
30451,1
35424,0
41931,0
37750,0
282,0
47706,0
29616,0
22828,0
15618,0
31751,0
35262,0
46937,1
46418,1
40460,0
31114,1
9361,0
28426,1
43569,1
30368,1
8816,0
28599,1
36351,1
46404,1
14659,0
7773,0
23148,0
18005,0
37219,0
48533,1
29444,1
43321,1
28532,0
2877,0
30977,1
35466,1
42869,0
1832,0
17568,0
43464,1
9743,0
42836,0
48757,1
29516,0
46027,1
45386,1
34033,1
43608,1
45245,0
34778,1
47852,1
38530,0
1619,0
5943,0
42650,0
35919,0
43568,1
30280,1
42420,0
36289,1
39672,0
33533,1
38601,0
46461,0
36014,1
35448,0
42277,0
46173,1
18330,0
29794,1
31268,0
43407,1
30302,1
21644,0
48437,1
43644,1
47477,0
31003,0
28838,1
17760,0
45917,1
23397,0
39715,0
32234,1
11522,0
34760,1
34366,1
3887,0
40436,0
11367,0
41048,0
35765,0
35074,1
34362,1
40958,0
22660,0
34460,1
28974,1
29337,1
34137,1
47495,1
8453,0
35854,1
48265,1
33593,1
47319,1
3327,0
36248,1
23230,0
49319,1
48385,1
6052,0
29213,1
14226,0
21351,0
29446,1
31974,0
32024,1
34607,1
35429,1
30993,1
48613,0
8563,0
35884,1
30163,1
49473,1
43445,1
30836,1
49379,1
31139,0
31166,0
42112,0
18448,0
30297,1
18303,0
39809,0
5056,0
35064,1
33793,1
39808,0
33911,1
29821,1
26503,0
48901,0
35610,1
36118,1
12775,0
48858,1
35121,0
33772,1
35389,1
42561,0
44689,1
30084,1
36051,1
30524,1
32251,1
47019,0
25805,0
39064,0
43571,0
31824,1
19086,0
19049,0
32233,1
15424,0
2755,0
13978,0
31383,1
9682,0
13451,0
30532,1
30825,1
20744,0
45761,0
33754,1
28827,1
2225,0
47863,0
48211,1
45481,0
48549,1
49743,1
42972,0
46679,1
46553,1
45509,1
18384,0
30870,1
44935,0
30299,1
35950,1
48683,1
46613,1
25627,0
17062,0
28952,1
32798,0
29408,1
35296,1
29792,1
12413,0
47565,0
6837,0
46245,1
45778,1
43698,1
30373,1
46991,1
35635,0
33706,1
35922,1
46071,1
33753,0
35382,1
32016,1
34114,1
18218,0
6734,0
25294,0
32313,1
30353,1
35025,1
32908,1
33165,1
14338,0
44882,0
43148,0
44923,1
47024,1
28569,1
14003,0
43807,1
33522,1
25068,0
30967,0
14407,0
22609,0
17922,0
39452,0
40774,0
18184,0
44632,0
32449,1
772,0
29752,1
48318,0
9544,0
34336,1
6266,0
18015,0
10218,0
41074,0
49885,1
43392,1
18177,0
29959,1
49979,1
31289,1
13683,0
33986,1
9468,0
32360,1
33929,1
33196,1
26894,0
35318,1
43338,0
47699,1
36528,0
11146,0
49536,1
26554,0
7294,0
46217,1
30053,0
5280,0
32654,0
48918,1
45071,1
27753,0
12448,0
34353,1
24520,0
2238,0
29580,1
33528,1
48959,1
46439,1
25311,0
46185,0
35310,0
43002,0
36358,1
49495,1
43044,0
35236,1
36156,1
43449,0
10707,0
36549,0
18052,0
35381,0
47820,1
28108,0
49609,1
11651,0
49943,1
6638,0
44575,1
44206,0
40969,0
31948,0
46852,0
33560,0
44106,1
47197,1
44817,1
36430,0
29614,1
23649,0
49082,0
16910,0
46537,0
31012,1
46907,1
33784,1
39996,0
47869,1
35988,1
45550,0
35213,0
7127,0
919,0
32873,1
39081,0
20832,0
44542,1
43801,1
36253,0
36160,1
47091,1
32398,1
10397,0
1665,0
15923,0
32952,1
29806,0
32860,1
30617,1
11278,0
10631,0
32600,1
12365,0
29534,1
3008,0
34423,1
43110,0
14689,0
44628,1
25229,0
43597,1
17186,0
25293,0
49819,1
44462,0
12509,0
45879,1
33292,1
49223,1
32737,1
2452,0
49322,1
48337,1
34439,1
44963,1
28946,1
43821,1
32020,1
43673,0
45303,1
31872,1
32839,0
40455,0
815,0
23585,0
25462,0
47238,1
35444,1
41905,0
1290,0
30221,1
3295,0
17233,0
30721,1
22435,0
9837,0
46515,1
33310,1
42883,0
43710,1
29022,0
38580,1
30739,0
44309,1
49030,0
45873,1
48030,1
35342,1
31135,1
30346,1
29280,0
46791,0
31070,1
27306,0
34075,1
19096,0
31985,0
45324,1
17150,0
47702,1
36065,1
6575,0
33979,1
14410,0
44180,1
18492,0
23236,0
44207,1
49708,0
46246,1
33007,0
26018,0
20182,0
32105,0
34819,1
31672,1
29647,1
8387,0
46980,1
48717,1
33205,1
36116,1
48386,1
32871,1
31271,1
46780,1
27814,0
28506,0
16263,0
49548,1
35056,1
30753,1
33673,0
45286,0
48404,1
42203,0
35606,0
33931,0
28901,1
30664,1
44208,1
35993,1
34954,1
35129,1
29496,1
31260,1
10836,0
44896,1
43657,0
37378,0
31721,0
12859,0
14130,0
34273,1
24655,0
45967,1
44473,1
30381,1
6102,0
14937,0
19573,0
27507,0
48270,1
34119,1
28464,0
44364,1
15264,0
33802,1
3766,0
43219,1
43941,1
3929,0
9432,0
22717,0
27347,0
48007,0
35660,0
35647,0
35538,1
42832,0
34326,0
34340,1
15178,0
33461,1
46866,1
12910,0
5223,0
32138,1
6249,0
46789,1
34516,1
28921,1
30901,1
34458,1
30274,1
48750,0
32947,1
6390,0
32159,1
45846,1
34208,0
43849,0
8012,0
14019,0
32264,1
49220,1
36335,1
44422,0
49129,1
46614,1
38560,0
10305,0
20810,0
5642,0
33395,1
4335,0
11072,0
31826,1
32052,1
49717,0
2922,0
31701,1
47138,1
46992,1
20491,0
46658,1
40254,0
12564,0
43215,1
49865,1
45779,1
44964,1
45140,1
18207,0
17456,0
33111,0
43999,1
31960,1
13296,0
46781,0
29853,1
13995,0
43603,0
32936,1
25272,0
46881,1
34866,0
29937,1
330,0
46905,1
8417,0
44727,1
36010,1
43237,0
49109,1
49425,0
44912,1
49347,1
41338,0
44631,1
36031,0
18240,0
13861,0
16036,0
42005,0
32363,1
33796,1
44245,1
35564,1
43513,1
39312,0
29515,1
35855,0
14095,0
49311,1
32296,1
33148,1
46038,1
37364,0
32544,1
34953,1
33233,1
28774,1
30808,1
30844,1
21061,0
30252,1
31250,1
45871,1
31557,1
35099,1
33923,0
35297,1
37174,0
15332,0
34668,0
13714,0
48158,0
26211,0
23252,0
45318,1
43239,0
30149,1
4653,0
5925,0
49414,1
25961,0
8379,0
28868,1
26515,0
41889,0
34684,0
29185,0
33615,0
48384,1
49146,1
48504,1
13258,0
49595,1
46589,1
29445,1
31152,1
8655,0
45489,1
30585,1
29422,0
41462,0
49857,1
41712,0
40997,0
16325,0
42507,0
43806,1
33977,1
43954,1
20678,0
32187,1
11374,0
16654,0
43925,1
41413,0
8992,0
20487,0
21510,0
46459,1
41553,0
571,0
30930,1
27261,0
3147,0
48587,1
28512,1
49935,1
46541,1
47700,1
31800,1
49924,1
21747,0
30757,1
36032,1
4050,0
24464,0
35249,1
30990,1
28856,0
48476,1
40471,0
13913,0
48534,0
17540,0
39230,0
33669,1
31684,1
46520,1
1151,0
47342,0
48261,1
33928,1
45446,1
33572,0
656,0
15825,0
48111,1
13172,0
46301,1
49925,1
30544,1
19247,0
27584,0
39333,0
22312,0
43891,1
27835,0
49688,1
31639,1
40202,0
46369,0
49115,1
43504,1
35587,1
20007,0
34911,1
30120,1
48151,1
44655,1
45056,1
30393,1
45042,1
31599,1
31430,1
8942,0
34335,1
41196,0
43461,1
31150,1
7592,0
35943,1
44068,0
20322,0
10241,0
47695,0
29875,1
34333,1
49589,0
47279,1
30508,1
45603,0
13054,0
44343,1
32274,0
20274,0
32634,1
49387,1
46022,1
22671,0
43701,1
16095,0
11781,0
45918,1
34615,0
22159,0
4658,0
49725,1
49810,1
5609,0
5140,0
34133,1
47666,0
8007,0
11908,0
44213,1
17393,0
44477,1
29046,0
10231,0
36538,0
49246,1
38869,0
8474,0
13474,0
30701,0
43343,1
22853,0
44382,1
29823,1
15097,0
43646,0
31093,1
47134,0
5422,0
48704,1
25548,0
33712,0
44534,0
36324,1
40304,0
30186,1
28779,0
48169,1
49697,1
46854,1
1063,0
44584,1
33614,1
1722,0
48537,1
28663,1
36231,1
34523,1
35359,1
23093,0
13370,0
9337,0
26080,0
26129,0
35022,0
49471,1
44045,1
46351,1
29245,1
6756,0
43960,1
42761,0
34284,1
34938,1
45046,0
37673,0
46617,0
32569,1
32210,0
33300,1
49718,0
34209,1
33206,1
47536,1
33182,0
32639,1
32443,1
45034,1
31768,1
48518,1
48153,0
13539,0
48555,1
35375,1
6160,0
29523,1
33189,0
21026,0
43595,1
43450,0
4693,0
3017,0
43386,1
34319,0
31664,1
38705,1
32584,0
31503,1
39253,0
1160,0
33071,1
23601,0
28496,1
35102,0
35933,0
28688,0
29587,1
47583,1
33162,0
31591,1
13027,0
8692,0
49141,1
49789,1
45694,0
45207,0
49121,0
18902,0
24628,0
22988,0
21866,0
20793,0
12931,0
29838,1
46620,1
48331,0
1184,0
30871,1
34063,1
15317,0
43587,0
4845,0
7672,0
36991,0
24313,0
12118,0
48544,1
22046,0
38673,1
6100,0
32073,1
44773,1
15936,0
26382,0
8763,0
47365,1
46523,1
18618,0
45600,1
43267,1
32929,1
44902,1
9192,0
36349,1
23421,0
47755,1
34386,1
46883,0
24274,0
44608,1
31854,0
44648,0
30955,1
29524,0
24237,0
28611,0
43865,1
4104,0
3113,0
35688,0
34586,0
34387,1
47705,1
48654,1
32739,1
34836,1
46891,0
18248,0
34164,1
30735,1
34535,1
40037,0
34560,1
22930,0
18056,0
28632,1
30114,1
47758,0
35215,1
43006,0
28799,0
30430,0
31304,0
13077,0
24759,0
37832,0
45683,0
13141,0
38582,1
8501,0
44676,1
12020,0
36290,1
16562,0
35869,1
34669,1
31361,1
49515,1
33755,1
32794,1
35591,1
48353,1
26477,0
661,0
14367,0
18706,0
10315,0
24329,0
28577,1
5021,0
21992,0
45082,1
35923,1
49808,0
16564,0
49616,1
11961,0
35343,0
30396,1
5142,0
48734,1
28669,1
20999,0
36344,1
45413,1
34748,1
31507,1
40520,0
47077,1
644,0
26714,0
43368,0
47403,0
49596,1
31978,0
4591,0
28655,1
32526,1
3439,0
45416,1
20874,0
30713,0
45742,1
49985,0
34496,1
36350,1
30862,1
32033,1
47996,1
1649,0
45014,0
45202,0
31155,1
9338,0
48856,0
29945,1
31643,1
47928,1
36251,1
29723,1
32083,1
46118,0
30533,0
17463,0
25774,0
28719,1
44001,0
31377,1
19535,0
35599,1
21181,0
17157,0
28960,1
19277,0
46433,1
709,0
31917,1
45733,0
34109,1
36302,1
43690,1
47866,1
44156,0
45870,1
47668,1
16110,0
31384,1
188,0
33989,1
38578,1
13923,0
35928,0
6524,0
29506,1
31628,0
46595,1
24526,0
32322,0
28482,1
46503,1
4423,0
20573,0
33433,1
43348,1
22894,0
46721,1
24583,0
44340,1
32912,0
49809,1
48332,1
33809,1
21290,0
44356,1
23199,0
28700,0
9675,0
41301,0
46332,1
42603,0
37795,0
2896,0
214,0
32397,1
43939,1
34191,1
31717,1
9510,0
44249,1
35693,1
35346,1
34246,1
35646,1
43188,1
36178,1
46077,1
32572,1
45129,0
36225,1
32608,1
45259,1
45523,0
35554,0
45838,1
32675,1
32787,0
41715,0
32652,1
21346,0
26791,0
33413,1
36195,1
43753,1
35581,0
34323,1
21448,0
28863,1
29554,1
24198,0
10483,0
46882,1
34316,1
8117,0
47356,0
19492,0
2982,0
15371,0
10494,0
31825,0
46352,1
43376,1
1581,0
10374,0
31875,1
35905,1
31543,1
16443,0
46918,1
37004,0
49968,1
11720,0
29188,1
33553,1
30175,1
2642,0
13252,0
36036,1
38622,1
45959,0
39237,0
30307,1
31742,1
33639,1
33741,1
47351,1
26166,0
32709,1
23587,0
44960,0
34037,1
35523,1
32522,1
31716,1
49599,1
28435,1
46816,1
46851,1
47231,1
23239,0
28653,0
44576,1
34175,0
29685,1
21810,0
34828,1
19059,0
40844,0
48461,1
49568,1
728,0
37643,0
45463,1
9626,0
49260,1
43975,1
32278,1
33867,1
32577,1
45661,0
47501,0
46163,1
35964,1
49009,0
44306,1
28451,1
13573,0
26492,0
36109,1
46227,0
45098,1
40086,0
31538,1
30240,1
46255,1
44266,1
36370,1
24886,0
45121,1
16478,0
47437,1
29639,0
31521,1
49897,0
40158,0
47463,1
10117,0
15005,0
37285,0
13032,0
20295,0
43327,1
49154,1
19732,0
43452,1
22568,0
30525,1
16039,0
45163,1
46165,1
30937,1
48159,1
48256,0
48706,1
16000,0
5330,0
40375,0
29267,0
29240,1
7149,0
46690,0
26076,0
15792,0
34415,0
36262,1
30688,1
32131,1
16701,0
48745,1
29424,1
27442,0
46893,1
45161,1
45394,1
41860,0
32394,0
28904,1
45009,1
2760,0
35784,1
43380,1
31843,1
13707,0
49700,1
29546,1
45261,1
49567,1
30254,1
29901,1
22080,0
16262,0
31277,1
43469,0
42378,0
43144,0
35326,1
47968,0
46885,1
38653,1
49445,1
34539,1
43812,1
31055,1
2680,0
1269,0
44591,1
26120,0
31045,1
35902,1
19588,0
43326,1
44904,1
49443,1
4725,0
33716,1
28906,1
42544,0
32122,0
36090,0
44037,1
32392,1
40046,0
12179,0
2013,0
48608,0
34093,1
29559,1
26820,0
43985,1
10364,0
34771,1
22433,0
35111,0
45702,1
31913,0
8053,0
29511,1
47416,1
3958,0
45887,0
48782,1
47789,0
13772,0
25694,0
46299,0
43152,0
44791,1
1663,0
47796,0
49639,0
28911,1
31575,1
611,0
43893,1
2752,0
48890,0
43653,1
10727,0
9745,0
36194,1
31180,1
27186,0
33737,1
44238,1
30195,1
47818,1
24266,0
45940,1
18546,0
36754,0
43213,1
41291,0
33439,1
30045,1
35562,1
15609,0
44847,1
19072,0
30981,1
18244,0
47207,1
683,0
30475,1
32303,0
15285,0
30558,0
3578,0
32439,1
36382,1
20967,0
38434,0
33166,1
35158,1
30472,0
28738,0
30651,0
29021,1
24901,0
1829,0
31805,1
44197,1
32015,1
33641,1
24818,0
49097,1
34892,1
24424,0
39100,0
29001,1
43118,0
28851,0
5634,0
13824,0
45828,0
46920,0
40743,0
45868,1
30541,1
43726,1
39774,0
43937,0
44550,1
43011,0
49648,1
49190,1
35281,0
37116,0
29898,1
16326,0
30590,1
47523,1
31603,1
36338,1
7501,0
9376,0
32191,1
31524,1
35892,1
45192,1
25492,0
33242,0
29149,1
31482,1
8519,0
46340,1
35991,1
24476,0
43961,1
33123,1
33451,1
46662,1
45930,1
35510,1
47089,1
13789,0
43910,1
35036,1
46722,1
44832,1
32006,1
32874,1
35867,0
6516,0
44911,1
31945,1
29435,1
41673,0
36013,1
42237,0
37122,0
12106,0
25862,0
48519,0
28515,1
31416,1
44901,0
44027,0
46798,1
44590,1
42913,0
45240,1
16182,0
29056,1
48072,1
28880,1
46526,1
30123,1
18045,0
33948,1
31671,1
45695,0
3791,0
121,0
45334,1
24846,0
31215,1
30130,1
46532,0
39164,0
26393,0
23187,0
21439,0
40606,0
29074,1
45617,1
44480,0
28560,1
31399,0
24946,0
32473,1
27172,0
48175,1
46005,0
46495,1
35856,1
29841,1
43576,0
6032,0
28713,1
5533,0
46362,0
28797,0
40607,0
7435,0
15615,0
34350,1
32958,1
42037,0
30893,0
33025,0
46746,1
45329,0
34147,1
47882,0
9965,0
32022,1
26849,0
6199,0
30489,1
18124,0
43677,1
29234,0
36835,0
47053,1
33222,1
28673,0
35407,1
21968,0
31736,1
17691,0
48097,1
3049,0
16990,0
48584,1
45307,1
2185,0
31693,1
35639,1
33513,1
43278,1
48239,1
34872,1
39677,0
47598,1
18833,0
38290,0
17476,0
48192,1
26692,0
34838,1
43187,0
46315,1
35917,0
11,0
23045,0
32530,1
13088,0
29465,1
39168,0
32346,1
19295,0
33046,1
49401,1
45399,1
48076,1
4023,0
32452,1
46861,1
38668,1
11303,0
46569,0
38727,0
30068,1
41,0
40885,0
44487,1
9434,0
35836,1
38722,1
1262,0
19031,0
15316,0
31249,0
44212,1
15324,0
29502,1
33183,1
45875,1
17806,0
365,0
21574,0
34610,0
18702,0
47950,1
35734,1
30110,1
43621,1
45710,1
45706,1
21089,0
32865,1
32793,1
43594,1
44528,1
48672,0
46709,0
49285,0
44112,0
28664,1
43950,0
10015,0
10259,0
27289,0
38662,1
17264,0
34226,1
27631,0
24635,0
35047,1
47623,0
33445,1
49911,1
47721,1
34806,1
38734,0
48898,1
32282,1
29383,0
35409,1
28587,0
35945,0
29327,1
44129,1
47256,1
46773,1
34102,0
25643,0
2209,0
46384,1
40426,0
15386,0
6165,0
45656,0
47214,1
10675,0
37973,0
8920,0
46182,1
31902,1
34899,0
30795,1
32114,1
40857,0
35926,1
30348,0
44592,1
30723,1
29949,0
37543,0
48250,1
46811,1
33137,1
34002,1
16805,0
13437,0
21656,0
30728,1
34399,1
49508,1
31345,1
29791,1
46066,1
1852,0
10873,0
49946,1
31523,1
45988,0
44678,1
6243,0
10769,0
28568,1
17705,0
28477,1
33348,1
45580,1
23802,0
32514,1
12866,0
36505,0
30128,0
29276,1
23507,0
44380,1
30259,1
22950,0
49130,1
44932,1
15928,0
47060,1
32054,0
49582,1
31953,0
8303,0
29479,0
11372,0
47795,1
31011,0
35576,1
33117,1
13403,0
35827,1
1616,0
33380,1
49633,1
35937,1
41451,0
2016,0
49592,1
30070,1
48618,0
13673,0
46770,0
49024,1
36269,1
30011,1
21705,0
8214,0
49277,1
45700,1
29738,1
32513,1
32081,1
34429,1
30215,1
27550,0
49072,1
3552,0
43320,1
10182,0
3844,0
34220,0
41505,0
4697,0
8152,0
36277,1
22436,0
46677,1
29527,1
45640,1
49241,0
33124,1
13249,0
16433,0
37477,0
34453,1
28701,1
33693,1
28470,1
15665,0
34912,0
45415,1
28200,0
32735,1
32151,0
43325,1
20302,0
43408,1
28722,1
12675,0
23814,0
41608,0
49846,1
32270,1
37333,0
48253,1
12551,0
24423,0
48286,0
7562,0
16149,0
40840,0
41641,0
29430,1
29990,1
43227,1
11011,0
45630,0
45850,1
46353,1
36930,0
49909,1
25305,0
42944,0
2761,0
49036,1
30531,1
35254,1
21285,0
5499,0
49987,0
32622,1
6709,0
45707,0
19954,0
32133,1
41305,0
45301,0
34322,1
26837,0
36131,1
33582,0
44432,0
38508,0
28502,1
16930,0
43904,1
45018,1
47697,1
9646,0
44039,1
47035,0
46849,1
34364,1
8810,0
25950,0
48583,1
45139,1
39899,0
30711,1
37381,0
44856,1
34189,1
44603,1
3593,0
49364,0
5,0
3420,0
46232,1
7561,0
27573,0
47685,1
35368,0
29803,1
47268,1
49251,1
31168,1
34194,1
30895,1
47464,1
801,0
44686,0
6623,0
45134,1
32139,1
28580,1
49067,1
11619,0
48761,1
44347,1
29517,1
33238,1
29784,1
35624,0
32684,1
35771,0
25141,0
24543,0
47199,1
49123,0
41437,0
5572,0
33864,1
48607,0
29252,1
30352,1
29557,1
36055,1
49955,1
31696,1
25114,0
34106,0
6738,0
33158,1
39940,0
46879,1
31756,0
32816,1
30709,1
32640,1
46102,1
2154,0
33642,0
49417,1
32025,0
44406,1
33392,1
48278,1
31293,1
33907,1
11554,0
35560,1
30154,0
32183,1
45724,1
37030,0
43892,1
1870,0
4847,0
14552,0
36990,0
43322,1
48953,1
24402,0
30683,0
5334,0
6192,0
31817,1
29436,1
894,0
14185,0
29454,0
19243,0
12207,0
34376,0
48483,1
31487,0
35813,1
560,0
29570,1
404,0
30554,0
5901,0
36360,1
35109,1
6445,0
43935,1
45912,0
32001,0
43990,1
29659,1
9840,0
30051,1
18672,0
28641,1
45960,0
24699,0
36245,1
2042,0
45739,0
45670,1
32959,1
47243,1
22091,0
34112,1
46531,1
27290,0
31986,1
36659,0
33251,1
46282,1
35497,0
44067,0
15221,0
32614,0
47919,1
44910,1
11910,0
30389,1
22531,0
47714,1
43538,1
31955,1
34686,1
36365,1
17449,0
45583,0
48157,1
32401,0
35422,1
45885,1
28439,1
14386,0
43335,1
46748,1
35883,0
44294,1
44523,1
46044,1
24898,0
31708,1
47334,1
36700,0
38695,1
43785,1
44606,0
31871,1
39373,0
47382,1
30461,1
15410,0
35260,1
49637,1
33288,1
30505,1
49864,0
20876,0
4302,0
48752,1
34418,1
42195,0
34557,1
15636,0
43403,1
25202,0
47370,1
34915,1
33746,1
29078,1
43466,0
11416,0
34139,1
20383,0
35766,1
32836,1
48695,1
13657,0
36944,0
43414,1
7701,0
34706,1
33690,1
47876,1
18315,0
4615,0
30395,1
5362,0
44723,1
35395,1
34012,1
35654,1
33549,1
31349,1
46948,1
35317,1
49461,1
46926,1
46627,1
24952,0
29428,1
49927,1
48001,1
37149,0
6509,0
49769,1
47118,0
34932,0
12061,0
32992,1
35866,0
25171,0
49262,0
42116,0
31104,1
1376,0
27778,0
5516,0
32042,1
30659,0
49294,1
31689,0
5222,0
45132,1
29891,1
32468,1
30460,0
45020,0
27697,0
9624,0
47737,0
14683,0
47731,1
27713,0
44780,1
29144,1
13471,0
45596,1
31749,0
28581,1
31973,1
47075,1
28485,0
41372,0
33142,1
32879,1
45937,1
30534,1
45443,0
28639,1
35775,1
44820,1
34236,1
46897,1
36581,0
14791,0
46831,0
18816,0
46767,0
48775,0
7917,0
12338,0
34282,1
46327,1
29182,1
43362,1
12757,0
33054,0
34173,1
29237,1
39654,0
42180,0
5689,0
30576,1
48861,0
49638,0
30464,1
47798,0
41761,0
46616,0
30595,1
48916,0
41610,0
46676,1
34794,1
3166,0
32095,0
29715,1
15557,0
41077,0
31123,1
8555,0
9134,0
26777,0
39890,0
24720,0
45831,1
45667,1
36265,1
3389,0
45822,0
45547,1
31393,1
44448,1
30748,1
35536,1
41871,0
28837,1
33727,0
29130,1
47555,1
591,0
45718,0
10085,0
44827,1
47567,1
30809,0
16341,0
44315,1
49896,1
33036,0
49390,1
32415,1
35096,1
44853,1
33713,0
43441,0
30762,0
28511,1
33219,1
47286,1
45142,1
46216,1
48196,1
17967,0
41054,0
49487,0
28223,0
49936,0
26332,0
38956,0
15801,0
48022,0
32590,1
47297,1
35280,1
35896,1
43381,1
20997,0
29936,1
40708,0
44285,1
35433,1
15939,0
33131,1
48736,1
47649,1
36049,1
46011,1
14029,0
16841,0
45359,1
43706,0
9606,0
42742,0
40567,0
47174,1
23726,0
44362,1
22620,0
8799,0
43844,1
36037,0
26022,0
33717,1
49059,1
44754,1
34019,1
21485,0
30917,1
34728,1
44416,1
45754,1
47425,1
36024,0
24446,0
29869,1
179,0
26195,0
46842,1
35366,1
41346,0
35519,0
1554,0
34873,1
29069,1
49345,1
29398,1
5540,0
33001,1
45749,1
32648,1
5913,0
35245,1
49238,1
22169,0
48497,1
6429,0
10929,0
24560,0
37702,0
43241,1
43454,1
48550,1
34113,1
2320,0
38523,0
47801,0
29760,1
34643,1
15799,0
17687,0
21280,0
29708,0
10456,0
47713,0
36601,0
38874,0
33232,0
39804,0
18857,0
42842,0
34934,0
42681,0
30405,1
47289,1
32110,1
48644,1
35237,1
7664,0
20305,0
40493,0
33484,0
30482,1
44192,1
47313,1
18947,0
10704,0
6034,0
33134,1
38041,0
47124,1
30276,1
46904,1
35247,1
10323,0
6792,0
16941,0
33701,0
48712,1
33065,1
44720,1
29768,1
24771,0
43809,1
47381,1
7932,0
34490,0
31525,0
47546,0
30647,1
18463,0
43702,0
44617,1
12159,0
14566,0
44439,0
33210,1
46921,1
49377,1
22417,0
32185,1
3028,0
11629,0
32245,1
29283,1
22394,0
45146,1
19063,0
32428,0
48090,0
35670,1
19053,0
30927,1
28731,1
31336,0
31916,1
8198,0
46633,1
47628,1
35208,1
36388,1
8725,0
28732,1
40167,0
27718,0
35170,1
24577,0
2868,0
31047,1
12585,0
17005,0
44558,1
